Empresa;Origem do Grão;Região de Origem do Grão;REF;Data de Revisão;Percentual de Cacau;Localização da Empresa;Avaliação;Tipo de Grão
Spagnvola;AgroCriso Plantation;Dominican Republic;793;2012;70%;U.S.A.;3;
Spagnvola;AgroCriso Plantation;Dominican Republic;793;2012;80%;U.S.A.;3;
Spagnvola;AgroCriso Plantation;Dominican Republic;793;2012;75%;U.S.A.;3.25;
Spencer;Dominican Republic;Dominican Republic;1932;2017;70%;U.S.A.;3.75;
Spencer;Ecuador;Ecuador;1932;2017;70%;U.S.A.;3.5;
Spencer;Peru;Peru;1932;2017;70%;U.S.A.;2.75;
Spencer;Dominican Republic, lot D82R;Domincan Republic;1792;2016;70%;Australia;3.5;
Spencer;Ecuador, lot E432314L;Ecuador;1792;2016;70%;Australia;3.75;
Spencer;Madagascar, lot M0403R;Madagascar;1792;2016;70%;Australia;3.75;
Spencer;Malekula Island;Vanuatu;1434;2014;72%;Australia;2.75;Trinitario
Sprungli (Felchlin);Alto Beni;Bolivia;1057;2013;70%;Switzerland;3;Criollo
SRSLY;Dominican Republic;Dominican Republic;1113;2013;70%;U.S.A.;3;
SRSLY;Dominican Republic;Dominican Republic;1121;2013;84%;U.S.A.;2.25;
Starchild;Bolivar, Arriba;Ecuador;1634;2015;70%;U.S.A.;3;Forastero (Nacional)
Starchild;Hispaniola;Domincan Republic;1692;2015;70%;U.S.A.;3;
Starchild;Cacao Verapaz;Guatemala;1692;2015;70%;U.S.A.;3;
Starchild;Rio Tuma;Nicaragua;1692;2015;70%;U.S.A.;3;Trinitario (Amelonado)
Starchild;Sambirano Valley;Madagascar;1696;2015;70%;U.S.A.;3;Trinitario
Stella (aka Bernrain);Bahia, Agri-Forestal Plantation, 2010;Brazil;859;2012;68%;Switzerland;2.75;Trinitario
Stella (aka Bernrain);India;India;729;2011;72%;Switzerland;3.25;
Stone Grindz;Ecuador, Midnight Dark;Ecuador;1291;2014;84%;U.S.A.;3.5;
Stone Grindz;Ecuador, Twilght Dark;Ecuador;1291;2014;70%;U.S.A.;3.5;
StRita Supreme;Samar, East Visayas region;Philippines;939;2012;65%;U.S.A.;2.5;
StRita Supreme;Samar, East Visayas region;Philippines;943;2012;70%;U.S.A.;2.5;
StRita Supreme;Samar, East Visayas region;Philippines;943;2012;75%;U.S.A.;2.75;
Sublime Origins;Sambirano;Madagascar;1157;2013;67%;U.S.A.;2.75;Trinitario
Sublime Origins;Moho Valley;Belize;1157;2013;78%;U.S.A.;3.25;Trinitario
Summerbird;Peru;Peru;1800;2016;61%;Denmark;2.5;Criollo, Trinitario
Summerbird;Peru;Peru;1800;2016;71%;Denmark;3;Criollo, Trinitario
Suruca Chocolate;Venezuela;Venezuela;1796;2016;70%;Venezuela;2.75;
Suruca Chocolate;Venezuela;Venezuela;1796;2016;60%;Venezuela;3;
Svenska Kakaobolaget;Sri Lanka;Sri Lanka;1618;2015;70%;Sweden;2.75;Criollo, Trinitario
Szanto Tibor;Nacional;Ecuador;1668;2015;70%;Hungary;3.25;
Szanto Tibor;Baracoa;Cuba;1704;2015;88%;Hungary;3.25;Trinitario
Szanto Tibor;Ambolikapiky;Madagascar;1704;2015;70%;Hungary;3.25;Trinitario
Szanto Tibor;Winak, Sumaco;Ecuador;1704;2015;70%;Hungary;3.75;Forastero (Nacional)
Szanto Tibor;Ben Tre, Mekong Delta;Vietnam;1708;2015;70%;Hungary;3.25;Trinitario
Szanto Tibor;Fazenda Sempre Firme, Bahia;Brazil;1708;2015;70%;Hungary;3.5;Forastero (Parazinho)
Szanto Tibor;Porcelana;Venezuela;1263;2014;70%;Hungary;3.5;Criollo
Szanto Tibor;Baracoa;Cuba;1263;2014;70%;Hungary;3.75;Trinitario
Szanto Tibor;Autumn, Primary Harvest, 2012;Madagascar;1185;2013;70%;Hungary;3.5;Criollo
Szanto Tibor;Spring, Secondary Harvest, 2012;Madagascar;1185;2013;70%;Hungary;3.5;Criollo
Szanto Tibor;Cacao Blanco;Nicaragua;1193;2013;70%;Hungary;3.25;
Szanto Tibor;Santo Domingo;Dominican Republic;939;2012;70%;Hungary;3.25;
Szanto Tibor;Millot Plantation;Madagascar;939;2012;70%;Hungary;3.25;
Szanto Tibor;"Ayacucho, ""El Guinacho""";Peru;939;2012;70%;Hungary;3.75;
Szanto Tibor;Crudo;Venezuela;761;2011;70%;Hungary;3;
Tabal;Costa Rica;Costa Rica;1101;2013;70%;U.S.A.;2.75;
Tabal;Dominican Republic;Dominican Republic;1101;2013;70%;U.S.A.;2.75;
Tabal;Chiapas, Lacandon Jungle;Mexico;1105;2013;70%;U.S.A.;2.5;
Tabal;Peru;Peru;1105;2013;70%;U.S.A.;3;
Tablette (aka Vanillabeans);Colombia;Colombia;1450;2015;70%;Japan;3;
Tablette (aka Vanillabeans);Papua;Papua New Guinea;1450;2015;62%;Japan;3.25;
Tablette (aka Vanillabeans);Vietnam;Vietnam;1450;2015;60%;Japan;3.25;Trinitario
Tablette (aka Vanillabeans);Trinidad;Trinidad;1680;2015;77%;Japan;2.75;Trinitario
Tan Ban Skrati;Paramaribo, batch 20160043-01;Suriname;1868;2016;70%;Suriname;3.25;Trinitario
Taza;Belize;Belize;1271;2014;68%;U.S.A.;3;Trinitario
Taza;Alto Beni;Bolivia;785;2011;87%;U.S.A.;3.25;
Taza;Chiapan;Mexico;451;2009;75%;U.S.A.;2.75;
Taza;Dark, Stone Ground;Dominican Republic;180;2007;70%;U.S.A.;3;
TCHO;West Africa;West Africa;1716;2016;62%;U.S.A.;2;Forastero
TCHO;Peru- Ecuador;Peru, Ecuador;915;2012;99%;U.S.A.;3.25;
TCHO;TCHOPro 60.5;;387;2009;60%;U.S.A.;2.75;
TCHO;TCHOPro 68;;387;2009;68%;U.S.A.;3;
TCHO;Chocolatey-beta;Ghana;199;2008;70%;U.S.A.;2.5;Forastero
TCHO;Fruity-beta;Peru;280;2008;70%;U.S.A.;2.5;
TCHO;Citrus-beta;Madagascar;280;2008;70%;U.S.A.;2.75;
TCHO;Nutty-beta;Peru;284;2008;70%;U.S.A.;2.5;
Tejas;Concepcion;Madagascar;801;2012;70%;U.S.A.;2.75;
Tejas;Bayou Blend;Ecuador, Mad., PNG;801;2012;70%;U.S.A.;3;Blend
Tejas;Aranama;Papua New Guinea;805;2012;70%;U.S.A.;3;
Tejas;Presidio;Dominican Republic;805;2012;70%;U.S.A.;3.5;
Tejas;La Bahia, w/ cane juice;Ecuador;817;2012;70%;U.S.A.;3.25;
Tejas;Capistrano;Peru;821;2012;70%;U.S.A.;2;
Tejas;La Bahia, w/ cane sugar;Ecuador;825;2012;70%;U.S.A.;3.25;
Tejas;San Jose;Bolivia;829;2012;70%;U.S.A.;2.75;
Tejas;Capistrano*;Madagascar;829;2012;70%;U.S.A.;3;
Tejas;Espada;Mexico;833;2012;70%;U.S.A.;3.25;
Tejas;Espada;Brazil;967;2012;70%;U.S.A.;2.75;
Tejas;Concepcion*;Venezuela;971;2012;80%;U.S.A.;3;
Tejas;San Jose;Bolivia;971;2012;67%;U.S.A.;3.25;
Tejas;Bahia, Floresta Azul,Good Friends Reserve#3;Brazil;971;2012;70%;U.S.A.;3.5;Forastero (Parazinho)
Terroir;Peru;Peru;1478;2015;70%;U.S.A.;2.75;
Terroir;Belize;Belize;1478;2015;70%;U.S.A.;3.75;Trinitario
Terroir;Madagascar;Madagascar;1478;2015;70%;U.S.A.;3.75;Trinitario
Terroir;Ecuador;Ecuador;1482;2015;70%;U.S.A.;3.25;
Terroir;Oko Caribe;Domincan Republic;1554;2015;70%;U.S.A.;3.5;
Terroir;Guatemala;Guatemala;1558;2015;70%;U.S.A.;3.75;Trinitario
Terroir;Ecuador;Ecuador;1323;2014;77%;U.S.A.;3.25;
Terroir;Madagascar;Madagascar;1323;2014;67%;U.S.A.;3.75;Trinitario
Terroir;Uganda;Uganda;1323;2014;73%;U.S.A.;3.75;Forastero
The Barn;Peru;Peru;1614;2015;70%;Sweden;3;
Theo;Congo w/ nibs;Congo;903;2012;65%;U.S.A.;3.25;Forastero
Theo;Madagascar;Madagascar;162;2007;65%;U.S.A.;3.5;Trinitario
Theo;Ivory Coast;Ivory Coast;184;2007;75%;U.S.A.;2.5;
Theo;Ghana, Kumasi;Ghana;184;2007;84%;U.S.A.;3;Forastero
Theo;Ghana, Panama, Ecuador;Ghana, Panama, Ecuador;188;2007;75%;U.S.A.;3;Blend
Theobroma;Piura Select, Cacao Blanc;Peru;1684;2015;70%;Japan;3.25;
Timo A. Meyer;Belize, med roast;Belize;1836;2016;72%;Germany;3.75;Trinitario, TCGA
To'ak (Ecuatoriana);Manabi;Ecuador;1418;2014;81%;Ecuador;3.25;Forastero (Nacional)
Tobago Estate (Pralus);Roxborough, Tobago;Tobago;895;2012;70%;France;4;Trinitario
Tocoti;Wild Bolivian, Jungle Love;Bolivia;927;2012;77%;U.S.A.;3;Criollo
Tocoti;Venezuela;Venezuela;789;2011;72%;U.S.A.;2.75;
Tocoti;Dominican Republic;Dominican Republic;789;2011;74%;U.S.A.;3;
Treehouse;Conacado;Dominican Republic;1239;2014;72%;U.S.A.;3;
Tsara (Cinagra);Ambanja, Tsara Valley;Madagascar;753;2011;72%;Madagascar;3.5;
twenty-four blackbirds;Oko Caribe;Domincan Republic;1700;2015;75%;U.S.A.;2.75;
twenty-four blackbirds;Cedeno, lot 271;Ecuador;1700;2015;75%;U.S.A.;3.5;
twenty-four blackbirds;Madagascar;Madagascar;1235;2014;75%;U.S.A.;3.5;Trinitario
twenty-four blackbirds;Dominican Republic;Dominican Republic;1022;2013;68%;U.S.A.;3.25;
twenty-four blackbirds;Palos Blancos;Bolivia;1026;2013;75%;U.S.A.;2.5;
twenty-four blackbirds;Dominican Republic;Dominican Republic;753;2011;73%;U.S.A.;2.75;
Two Ravens;Peru;Peru;1740;2016;60%;U.S.A.;3;Criollo
Un Dimanche A Paris;Dominican Republic;Dominican Republic;709;2011;63%;France;3.75;
Undone;Matagalpa;Nicaragua;1438;2014;74%;U.S.A.;2.75;
Undone;Nourish;Dominican Republic;1438;2014;70%;U.S.A.;3;
Upchurch;Madagascar, Sassy Bar;Madagascar;1752;2016;72%;U.S.A.;3;Trinitario
Upchurch;Tanzania, Party Bar;Tanzania;1752;2016;72%;U.S.A.;3.25;
Urzi;Sur del Lago, Merida;Venezuela;1327;2014;65%;Italy;3.25;Trinitario
Valrhona;Piura, Illanka, Quemazon;Peru;1510;2015;63%;France;4;
Valrhona;Andoa, Grand Cru blend;;1145;2013;70%;France;3.5;
Valrhona;Loma Sotavento, 2013;Dominican Republic;1153;2013;64%;France;3.5;
Valrhona;Otucan, Grand Cru;Venezuela;931;2012;69%;France;4;
Valrhona;Caraque;;709;2011;56%;France;3.25;
Valrhona;Porcelana, Pedegral;Venezuela;757;2011;64%;France;4;Criollo
Valrhona;Tainori;Dominican Republic;327;2009;64%;France;3.75;
Valrhona;Alpaco;Ecuador;370;2009;66%;France;3.75;
Valrhona;Nyangbo;Ghana;395;2009;68%;France;3.5;Forastero
Valrhona;Araguani;Venezuela, Carribean;117;2007;72%;France;3;Blend
Valrhona;Chuao 2002 P.;Venezuela;129;2007;65%;France;3.75;Trinitario
Valrhona;Manjari;Madagascar;129;2007;64%;France;4;Criollo, Trinitario
Valrhona;Le Noir Extra Amer;;147;2007;85%;France;1.5;
Valrhona;Abinao;West Africa;153;2007;85%;France;2.5;Forastero
Valrhona;Le Noir Amer;West Africa;157;2007;71%;France;2.75;Forastero
Valrhona;Porcelana, Maracaibo, Palmira P. 2006;Venezuela;162;2007;64%;France;3.25;Criollo (Porcelana)
Valrhona;Caraibe;Carribean;63;2006;66%;France;3;Trinitario
Valrhona;Guanaja;South America;63;2006;70%;France;4;Criollo, Trinitario
Valrhona;Gran Couva 2005 P.;Trinidad;75;2006;64%;France;2.5;Trinitario
Valrhona;Porcelana, Maracaibo, Palmira P. 2005;Venezuela;75;2006;64%;France;3;Criollo (Porcelana)
Valrhona;Sambirano, Ampamakia 2005, Millot P.;Madagascar;75;2006;64%;France;3.5;Trinitario
Vanleer (Barry Callebaut);Manhattan;Ghana;963;2012;72%;U.S.A.;2.5;Forastero
Vanleer (Barry Callebaut);Napa;Ghana;963;2012;65%;U.S.A.;2.75;Forastero
Vao Vao (Chocolaterie Robert);Madagascar;Madagascar;404;2009;72%;Madagascar;2.75;Trinitario
Vao Vao (Chocolaterie Robert);Madagascar;Madagascar;404;2009;76%;Madagascar;2.75;Trinitario
Vao Vao (Chocolaterie Robert);Madagascar;Madagascar;404;2009;80%;Madagascar;2.75;Trinitario
Vao Vao (Chocolaterie Robert);Madagascar;Madagascar;404;2009;70%;Madagascar;3;Trinitario
Vao Vao (Chocolaterie Robert);Madagascar w/ nibs;Madagascar;404;2009;68%;Madagascar;3;Trinitario
Vao Vao (Chocolaterie Robert);Madagascar;Madagascar;404;2009;64%;Madagascar;3.25;Trinitario
Vicuna;Palos Blancos;Bolivia;1470;2015;70%;U.S.A.;3.25;
Vicuna;Palos Blancos + nibs;Bolivia;1470;2015;70%;U.S.A.;3.25;
Videri;Dominican Republic;Dominican Republic;1211;2014;90%;U.S.A.;3.25;
Videri;Trinidad;Trinidad;1211;2014;75%;U.S.A.;3.5;Trinitario
Videri;Mindo;Ecuador;1227;2014;75%;U.S.A.;3.5;
Videri;Dark;Central and S. America;1117;2013;90%;U.S.A.;3.75;
Videri;Classic;Central and S. America;991;2012;70%;U.S.A.;3.25;
Vietcacao (A. Morin);Ben Tre, Mekong Delta, MoCay;Vietnam;951;2012;70%;France;3.5;Trinitario
Vintage Plantations;San Martin;Peru;1205;2014;75%;U.S.A.;3;
Vintage Plantations (Tulicorp);Los Rios, Rancho Grande 2004/2007;Ecuador;153;2007;100%;U.S.A.;2;Forastero (Arriba)
Vintage Plantations (Tulicorp);Los Rios, Rancho Grande 2004/2007;Ecuador;153;2007;90%;U.S.A.;2;Forastero (Arriba)
Vintage Plantations (Tulicorp);Los Rios, Rancho Grande 2004/2007;Ecuador;153;2007;75%;U.S.A.;3;Forastero (Arriba)
Vintage Plantations (Tulicorp);Los Rios, Rancho Grande 2007;Ecuador;153;2007;65%;U.S.A.;3;Forastero (Arriba)
Violet Sky;Sambirano Valley;Madagascar;1458;2015;77%;U.S.A.;2.75;Trinitario
Violet Sky;Moho River Valley;Belize;1458;2015;77%;U.S.A.;3;Criollo, Trinitario
Violet Sky;Cuyagua;Venezuela;1458;2015;77%;U.S.A.;3;Criollo
Violet Sky;Peru;Peru;1458;2015;77%;U.S.A.;3.25;Criollo, Trinitario
Violet Sky;Cahabon;Guatemala;1502;2015;77%;U.S.A.;2.75;Trinitario
Vivra;Peru;Peru;1720;2016;70%;U.S.A.;2.5;
Vivra;Ocumare;Venezuela;1720;2016;70%;U.S.A.;2.5;
Vivra;Dominican Republic;Domincan Republic;1724;2016;70%;U.S.A.;3;
Wellington Chocolate Factory;Conacado;Dominican Republic;1756;2016;70%;New Zealand;3.5;Trinitario
Wellington Chocolate Factory;Piura Blanco, Norandino;Peru;1756;2016;70%;New Zealand;3.5;
Whittakers;Ghana;Ghana;733;2011;72%;New Zealand;2.5;Forastero
Wilkie's Organic;Amazonas;Peru;1169;2013;75%;Ireland;2.5;Criollo
Wilkie's Organic;Amazonas;Peru;1169;2013;89%;Ireland;2.75;Criollo
Wilkie's Organic;Tumbes;Peru;1169;2013;75%;Ireland;3.25;Criollo
Wilkie's Organic;Amazonas w/ nibs;Peru;1173;2013;75%;Ireland;2.75;Criollo
Willie's Cacao;Los Llanos;Colombia;1848;2016;70%;U.K.;4;
Willie's Cacao;Los Llanos;Colombia;1227;2014;88%;U.K.;3;Trinitario
Willie's Cacao;Java, Indonesian Black;Indonesia;1109;2013;100%;U.K.;2.25;
Willie's Cacao;Sambirano;Madagascar;593;2010;71%;U.K.;3;Trinitario
Willie's Cacao;Hacienda Las Trincheras;Venezuela;593;2010;72%;U.K.;3.5;
Willie's Cacao;Java;Indonesia;593;2010;69%;U.K.;3.75;
Willie's Cacao;San Martin;Peru;457;2009;70%;U.K.;3;
Willie's Cacao;Rio Caribe;Venezuela;457;2009;72%;U.K.;3.25;Trinitario
Wm;Guasare, Zulia Prov., 2015, batch 124;Venezuela;1912;2016;74%;U.S.A.;3;Criollo
Wm;Wild Beniano, 2016, batch 128, Heirloom;Bolivia;1912;2016;76%;U.S.A.;3.5;
Wm;Ghana, 2013, batch 129;Ghana;1916;2016;75%;U.S.A.;3.75;
Woodblock;Maranon, Cajamarca;Peru;1243;2014;70%;U.S.A.;3;Forastero (Nacional)
Woodblock;Camino Verde P., Balao, Guayas;Ecuador;1042;2013;70%;U.S.A.;3.25;
Woodblock;Gran Couva;Trinidad;1042;2013;70%;U.S.A.;3.5;Trinitario
Woodblock;Ecuador;Ecuador;825;2012;70%;U.S.A.;2.5;
Woodblock;Costa Rica;Costa Rica;825;2012;70%;U.S.A.;3;
Woodblock;Sambirano;Madagascar;951;2012;70%;U.S.A.;3.25;Trinitario
Woodblock;Ocumare;Venezuela;741;2011;70%;U.S.A.;4;
Woodblock;La Red;Dominican Republic;769;2011;70%;U.S.A.;3.5;
Xocolat;Hispaniola;Dominican Republic;1057;2013;66%;Domincan Republic;3;
Xocolla;Sambirano, batch 170102;Madagascar;1948;2017;70%;U.S.A.;2.75;
Xocolla;Hispaniola, batch 170104;Dominican Republic;1948;2017;70%;U.S.A.;2.5;
Zak's;Papua New Guinea, Batch 2;Papua New Guinea;1574;2015;70%;U.S.A.;3;
Zak's;Dominican Republic, Batch D2;Domincan Republic;1578;2015;70%;U.S.A.;3.25;
Zak's;Madagascar, Batch 2;Madagascar;1578;2015;70%;U.S.A.;3.25;Trinitario
Zak's;Peru, Batch 1;Peru;1578;2015;70%;U.S.A.;3.25;
Zak's;Belize, Batch 2;Belize;1578;2015;70%;U.S.A.;3.5;Trinitario
Zak's;House Blend, Batch 2;;1582;2015;60%;U.S.A.;3;
Zart Pralinen;Millot P., Ambanja;Madagascar;1820;2016;70%;Austria;3.5;Criollo, Trinitario
Zart Pralinen;UNOCACE;Ecuador;1824;2016;70%;Austria;2.75;Nacional (Arriba)
Zart Pralinen;San Juan Estate;Trinidad;1824;2016;85%;Austria;2.75;Trinitario
Zart Pralinen;Kakao Kamili, Kilombero Valley;Tanzania;1824;2016;85%;Austria;3;Criollo, Trinitario
Zart Pralinen;Kakao Kamili, Kilombero Valley;Tanzania;1824;2016;70%;Austria;3.5;Criollo, Trinitario
Zart Pralinen;San Juan Estate, Gran Couva;Trinidad;1880;2016;78%;Austria;3.5;Trinitario
Zokoko;Guadalcanal;Solomon Islands;1716;2016;78%;Australia;3.75;
Zokoko;Goddess Blend;;1780;2016;65%;Australia;3.25;
Zokoko;Alto Beni;Bolivia;697;2011;68%;Australia;3.5;
Zokoko;Tokiala;Papua New Guinea;701;2011;66%;Australia;3.5;Trinitario
Zokoko;Tranquilidad, Baures;Bolivia;701;2011;72%;Australia;3.75;
Zotter;Raw;;1205;2014;80%;Austria;2.75;
Zotter;Bocas del Toro, Cocabo Co-op;Panama;801;2012;72%;Austria;3.5;
Zotter;Amazonas Frucht;;801;2012;65%;Austria;3.5;
Zotter;Satipo Pangoa region, 16hr conche;Peru;875;2012;70%;Austria;3;Criollo (Amarru)
Zotter;Satipo Pangoa region, 20hr conche;Peru;875;2012;70%;Austria;3.5;Criollo (Amarru)
Zotter;Loma Los Pinos, Yacao region, D.R.;Dominican Republic;875;2012;62%;Austria;3.75;
Zotter;El Oro;Ecuador;879;2012;75%;Austria;3;Forastero (Nacional)
Zotter;Huiwani Coop;Papua New Guinea;879;2012;75%;Austria;3;Criollo, Trinitario
Zotter;El Ceibo Coop;Bolivia;879;2012;90%;Austria;3.25;
Zotter;Santo Domingo;Dominican Republic;879;2012;70%;Austria;3.75;
Zotter;Kongo, Highlands;Congo;883;2012;68%;Austria;3.25;Forastero
Zotter;Indianer, Raw;;883;2012;58%;Austria;3.5;
Zotter;Peru;Peru;647;2011;70%;Austria;3.75;
Zotter;Congo;Congo;749;2011;65%;Austria;3;Forastero
Zotter;Kerala State;India;749;2011;65%;Austria;3.5;Forastero
Zotter;Kerala State;India;781;2011;62%;Austria;3.25;
Zotter;Brazil, Mitzi Blue;Brazil;486;2010;65%;Austria;3;
